,home_attack,home_deffense,away_attack,away_deffense,are_more_goal
0,0.932524105263158,1.3685032105263155,1.4262978684210526,1.0722211578947367,False
1,0.8908619736842105,1.353819894736842,1.0763644210526315,1.2173616842105264,False
2,1.1328612105263158,1.1503959736842104,1.185106657894737,1.014207052631579,True
3,1.5539092631578948,0.9581219736842104,1.315919947368421,1.4581814210526316,True
4,1.590960947368421,0.8525350789473685,1.3456919736842106,1.3521605789473683,False
5,1.112908,1.3578454736842105,1.0274163157894738,1.233633447368421,False
6,0.8425862105263158,1.6121498157894736,1.3476432368421052,0.9601127894736842,True
7,1.1979285263157895,1.1421443157894735,1.058699342105263,1.4024461052631578,False
8,1.3265687631578946,0.9644233157894736,1.5138173157894736,0.831302947368421,True
9,0.8389786578947368,1.3351425789473683,1.1308949736842104,1.2112308947368422,False
10,1.185106657894737,1.014207052631579,1.1979285263157895,1.1421443157894735,True
11,1.3456919736842106,1.3521605789473683,0.8389786578947368,1.3351425789473683,False
12,1.5138173157894736,0.831302947368421,1.5539092631578948,0.9581219736842104,False
13,1.0274163157894738,1.233633447368421,0.8425862105263158,1.6121498157894736,True
14,1.315919947368421,1.4581814210526316,1.1328612105263158,1.1503959736842104,True
15,1.3476432368421052,0.9601127894736842,0.932524105263158,1.3685032105263155,True
16,1.4262978684210526,1.0722211578947367,0.8908619736842105,1.353819894736842,True
17,1.058699342105263,1.4024461052631578,1.3265687631578946,0.9644233157894736,True
18,1.0763644210526315,1.2173616842105264,1.112908,1.3578454736842105,True
19,1.1308949736842104,1.2112308947368422,1.590960947368421,0.8525350789473685,True
20,1.3265687631578946,0.9644233157894736,1.4262978684210526,1.0722211578947367,True
21,0.932524105263158,1.3685032105263155,1.0763644210526315,1.2173616842105264,False
22,0.8908619736842105,1.353819894736842,1.0274163157894738,1.233633447368421,True
23,1.1328612105263158,1.1503959736842104,1.3456919736842106,1.3521605789473683,True
24,1.5539092631578948,0.9581219736842104,1.185106657894737,1.014207052631579,True
25,1.590960947368421,0.8525350789473685,1.3476432368421052,0.9601127894736842,True
26,0.8389786578947368,1.3351425789473683,1.315919947368421,1.4581814210526316,False
27,1.112908,1.3578454736842105,1.058699342105263,1.4024461052631578,False
28,0.8425862105263158,1.6121498157894736,1.5138173157894736,0.831302947368421,True
29,1.1979285263157895,1.1421443157894735,1.1308949736842104,1.2112308947368422,True
30,1.185106657894737,1.014207052631579,0.8389786578947368,1.3351425789473683,True
31,1.3456919736842106,1.3521605789473683,1.5539092631578948,0.9581219736842104,True
32,1.5138173157894736,0.831302947368421,0.8908619736842105,1.353819894736842,True
33,1.0274163157894738,1.233633447368421,1.3265687631578946,0.9644233157894736,True
34,1.315919947368421,1.4581814210526316,1.590960947368421,0.8525350789473685,False
35,1.3476432368421052,0.9601127894736842,1.1979285263157895,1.1421443157894735,True
36,1.4262978684210526,1.0722211578947367,1.112908,1.3578454736842105,True
37,1.058699342105263,1.4024461052631578,0.932524105263158,1.3685032105263155,True
38,1.0763644210526315,1.2173616842105264,0.8425862105263158,1.6121498157894736,False
39,1.1308949736842104,1.2112308947368422,1.1328612105263158,1.1503959736842104,False
40,1.5138173157894736,0.831302947368421,1.0763644210526315,1.2173616842105264,True
41,0.8908619736842105,1.353819894736842,1.3265687631578946,0.9644233157894736,False
42,1.0274163157894738,1.233633447368421,1.5539092631578948,0.9581219736842104,True
43,1.315919947368421,1.4581814210526316,1.1308949736842104,1.2112308947368422,False
44,1.3476432368421052,0.9601127894736842,1.3456919736842106,1.3521605789473683,False
45,1.590960947368421,0.8525350789473685,1.185106657894737,1.014207052631579,False
46,1.058699342105263,1.4024461052631578,1.4262978684210526,1.0722211578947367,True
47,0.8389786578947368,1.3351425789473683,1.1328612105263158,1.1503959736842104,False
48,1.112908,1.3578454736842105,1.1979285263157895,1.1421443157894735,True
49,0.8425862105263158,1.6121498157894736,0.932524105263158,1.3685032105263155,False
50,1.185106657894737,1.014207052631579,1.3476432368421052,0.9601127894736842,False
51,1.3456919736842106,1.3521605789473683,1.315919947368421,1.4581814210526316,True
52,1.3265687631578946,0.9644233157894736,0.8425862105263158,1.6121498157894736,False
53,0.932524105263158,1.3685032105263155,1.112908,1.3578454736842105,False
54,1.1328612105263158,1.1503959736842104,0.8908619736842105,1.353819894736842,True
55,1.5539092631578948,0.9581219736842104,0.8389786578947368,1.3351425789473683,True
56,1.4262978684210526,1.0722211578947367,1.5138173157894736,0.831302947368421,False
57,1.0763644210526315,1.2173616842105264,1.0274163157894738,1.233633447368421,False
58,1.1979285263157895,1.1421443157894735,1.590960947368421,0.8525350789473685,False
59,1.1308949736842104,1.2112308947368422,1.058699342105263,1.4024461052631578,False
60,1.3456919736842106,1.3521605789473683,1.0763644210526315,1.2173616842105264,True
61,0.932524105263158,1.3685032105263155,1.5138173157894736,0.831302947368421,True
62,1.1328612105263158,1.1503959736842104,0.8425862105263158,1.6121498157894736,False
63,1.315919947368421,1.4581814210526316,1.3476432368421052,0.9601127894736842,True
64,1.5539092631578948,0.9581219736842104,1.1979285263157895,1.1421443157894735,True
65,1.4262978684210526,1.0722211578947367,1.185106657894737,1.014207052631579,False
66,1.058699342105263,1.4024461052631578,1.0274163157894738,1.233633447368421,True
67,0.8389786578947368,1.3351425789473683,1.590960947368421,0.8525350789473685,False
68,1.112908,1.3578454736842105,1.3265687631578946,0.9644233157894736,True
69,1.1308949736842104,1.2112308947368422,0.8908619736842105,1.353819894736842,False
70,1.185106657894737,1.014207052631579,1.3456919736842106,1.3521605789473683,True
