home,away,won,home_attack,home_deffense,away_attack,away_deffense,home_id,away_id
1,3,away,1.112908,1.3578454736842105,1.4262978684210526,1.0722211578947367,47,33
3,0,home,0.8425862105263158,1.6121498157894736,1.0763644210526315,1.2173616842105264,60,41
3,2,home,1.1979285263157895,1.1421443157894737,1.3476432368421052,0.9601127894736842,48,46
1,1,draw,1.185106657894737,1.014207052631579,1.1328612105263158,1.1503959736842104,42,36
1,2,away,1.3456919736842106,1.3521605789473683,1.590960947368421,0.8525350789473685,66,50
0,0,draw,1.5138173157894736,0.831302947368421,1.3265687631578946,0.9644233157894737,49,51
2,2,draw,1.0274163157894738,1.233633447368421,1.112908,1.3578454736842105,45,47
1,1,draw,1.315919947368421,1.4581814210526316,1.5539092631578948,0.9581219736842105,63,40
3,0,home,1.3476432368421052,0.9601127894736842,0.8425862105263158,1.6121498157894736,46,60
3,1,home,1.4262978684210526,1.0722211578947367,0.9325241052631579,1.3685032105263157,33,44
3,2,home,1.058699342105263,1.4024461052631578,1.1979285263157895,1.1421443157894737,34,48
3,1,home,1.0763644210526315,1.2173616842105264,0.8908619736842105,1.353819894736842,41,52
1,0,home,1.1308949736842104,1.2112308947368422,0.8389786578947368,1.3351425789473683,39,62
0,1,away,1.185106657894737,1.014207052631579,1.0274163157894738,1.233633447368421,42,45
2,2,draw,1.3456919736842106,1.3521605789473683,0.8425862105263158,1.6121498157894736,66,60
0,1,away,1.1328612105263158,1.1503959736842104,1.112908,1.3578454736842105,36,47
0,0,draw,1.315919947368421,1.4581814210526316,1.4262978684210526,1.0722211578947367,63,33
2,1,home,1.3476432368421052,0.9601127894736842,0.8908619736842105,1.353819894736842,46,52
1,1,draw,1.5539092631578948,0.9581219736842105,1.058699342105263,1.4024461052631578,40,34
5,2,home,1.590960947368421,0.8525350789473685,1.0763644210526315,1.2173616842105264,50,41
1,0,home,0.8389786578947368,1.3351425789473683,1.3265687631578946,0.9644233157894737,62,51
0,1,away,1.1979285263157895,1.1421443157894737,1.5138173157894736,0.831302947368421,48,49
0,4,away,1.1308949736842104,1.2112308947368422,0.9325241052631579,1.3685032105263157,39,44
2,0,home,1.3265687631578946,0.9644233157894737,1.315919947368421,1.4581814210526316,51,63
1,2,away,0.9325241052631579,1.3685032105263157,1.1979285263157895,1.1421443157894737,44,48
2,0,home,1.5138173157894736,0.831302947368421,1.1328612105263158,1.1503959736842104,49,36
0,2,away,0.8908619736842105,1.353819894736842,1.590960947368421,0.8525350789473685,52,50
1,2,away,1.0274163157894738,1.233633447368421,1.3456919736842106,1.3521605789473683,45,66
2,4,away,1.4262978684210526,1.0722211578947367,1.5539092631578948,0.9581219736842105,33,40
0,2,away,1.058699342105263,1.4024461052631578,1.185106657894737,1.014207052631579,34,42
1,1,draw,1.0763644210526315,1.2173616842105264,1.3476432368421052,0.9601127894736842,41,46
4,0,home,1.112908,1.3578454736842105,0.8389786578947368,1.3351425789473683,47,62
1,1,draw,0.8425862105263158,1.6121498157894736,1.1308949736842104,1.2112308947368422,60,39
3,1,home,1.185106657894737,1.014207052631579,0.8425862105263158,1.6121498157894736,42,60
1,3,away,1.3456919736842106,1.3521605789473683,1.4262978684210526,1.0722211578947367,66,33
0,2,away,1.1328612105263158,1.1503959736842104,0.9325241052631579,1.3685032105263157,36,44
3,1,home,1.315919947368421,1.4581814210526316,1.112908,1.3578454736842105,63,47
2,4,away,1.3476432368421052,0.9601127894736842,1.058699342105263,1.4024461052631578,46,34
2,0,home,1.5539092631578948,0.9581219736842105,1.0763644210526315,1.2173616842105264,40,41
1,2,away,1.590960947368421,0.8525350789473685,1.5138173157894736,0.831302947368421,50,49
0,2,away,0.8389786578947368,1.3351425789473683,0.8908619736842105,1.353819894736842,62,52
0,1,away,1.1979285263157895,1.1421443157894737,1.0274163157894738,1.233633447368421,48,45
2,1,home,1.1308949736842104,1.2112308947368422,1.3265687631578946,0.9644233157894737,39,51
1,1,draw,1.3265687631578946,0.9644233157894737,1.1979285263157895,1.1421443157894737,51,48
0,4,away,0.9325241052631579,1.3685032105263157,1.315919947368421,1.4581814210526316,44,63
0,1,away,1.0274163157894738,1.233633447368421,0.8389786578947368,1.3351425789473683,45,62
1,2,away,1.4262978684210526,1.0722211578947367,1.3476432368421052,0.9601127894736842,33,46
1,2,away,0.8425862105263158,1.6121498157894736,1.5539092631578948,0.9581219736842105,60,40
0,1,away,1.5138173157894736,0.831302947368421,1.185106657894737,1.014207052631579,49,42
3,4,away,1.058699342105263,1.4024461052631578,1.590960947368421,0.8525350789473685,34,50
3,1,home,1.0763644210526315,1.2173616842105264,1.1328612105263158,1.1503959736842104,41,36
2,0,home,1.112908,1.3578454736842105,1.1308949736842104,1.2112308947368422,47,39
3,2,home,0.8908619736842105,1.353819894736842,1.3456919736842106,1.3521605789473683,52,66
3,2,home,1.3265687631578946,0.9644233157894737,1.590960947368421,0.8525350789473685,51,50
0,3,away,0.9325241052631579,1.3685032105263157,1.5539092631578948,0.9581219736842105,44,40
2,1,home,1.5138173157894736,0.831302947368421,1.3476432368421052,0.9601127894736842,49,46
1,3,away,0.8908619736842105,1.353819894736842,1.185106657894737,1.014207052631579,52,42
1,0,home,1.0274163157894738,1.233633447368421,1.1308949736842104,1.2112308947368422,45,39
1,1,draw,1.4262978684210526,1.0722211578947367,1.1328612105263158,1.1503959736842104,33,36
1,0,home,1.058699342105263,1.4024461052631578,0.8389786578947368,1.3351425789473683,34,62
0,2,away,1.0763644210526315,1.2173616842105264,1.315919947368421,1.4581814210526316,41,63
1,2,away,1.112908,1.3578454736842105,1.3456919736842106,1.3521605789473683,47,66
1,3,away,0.8425862105263158,1.6121498157894736,1.1979285263157895,1.1421443157894737,60,48
2,0,home,1.185106657894737,1.014207052631579,1.3265687631578946,0.9644233157894737,42,51
2,1,home,1.3456919736842106,1.3521605789473683,1.5138173157894736,0.831302947368421,66,49
0,2,away,1.1328612105263158,1.1503959736842104,1.058699342105263,1.4024461052631578,36,34
3,1,home,1.315919947368421,1.4581814210526316,0.8425862105263158,1.6121498157894736,63,60
2,4,away,1.3476432368421052,0.9601127894736842,1.112908,1.3578454736842105,46,47
2,0,home,1.5539092631578948,0.9581219736842105,0.8908619736842105,1.353819894736842,40,52
5,0,home,1.590960947368421,0.8525350789473685,1.0274163157894738,1.233633447368421,50,45
1,0,home,0.8389786578947368,1.3351425789473683,0.9325241052631579,1.3685032105263157,62,44
3,0,home,1.1979285263157895,1.1421443157894737,1.0763644210526315,1.2173616842105264,48,41
1,2,away,1.1308949736842104,1.2112308947368422,1.4262978684210526,1.0722211578947367,39,33
